Episode,Build,Reward,APFD,Improvement
0,707354621,0.8999999999999999,0.5547619047619048,-0.01666666666666672
1,572228782,-0.4999999999999999,0.5151785714285714,0.009821428571428537
2,571827697,-5.4,0.5046689303904924,0.05772495755517831
3,774621349,2.6999999999999997,0.5755555555555556,-0.046666666666666634
4,620591648,9.200000000000001,0.5467836257309943,0.028508771929824706
5,572723377,-2.4000000000000004,0.4946428571428571,-0.007142857142857173
6,774616816,2.2,0.5222222222222223,-0.10444444444444445
7,707534724,-1.1,0.5261904761904762,-0.0452380952380953
8,587270777,-1.0,0.5190476190476191,0.0023809523809523725
9,619575286,-0.1999999999999997,0.5424242424242424,0.027705627705627678
10,572118894,-2.899999999999999,0.5085125448028673,0.030465949820788485
11,572641150,-0.40000000000000013,0.5267857142857142,0.02499999999999991
12,572228782,0.6000000000000002,0.5348214285714286,0.02946428571428572
13,774616590,0.9,0.5377777777777778,-0.07999999999999996
14,617631185,3.6,0.5242456896551724,0.014008620689655138
15,574118050,4.2,0.5453100158982512,0.03895071542130368
16,574118050,6.100000000000001,0.5508744038155803,0.04451510333863273
17,617010721,2.4000000000000004,0.5394736842105264,0.03609022556390984
18,572665755,-0.7999999999999998,0.5294642857142857,0.025892857142857162
19,572166969,2.1999999999999997,0.5485714285714285,0.07523809523809516
20,565766526,0.09999999999999987,0.5351906158357771,0.019550342130987275
21,774601140,6.199999999999999,0.5844444444444445,-0.033333333333333215
22,573777420,-0.8000000000000003,0.531203007518797,0.02406015037593978
23,774588803,3.7999999999999994,0.5733333333333334,-0.004444444444444362
24,572642875,0.6999999999999997,0.5419642857142857,0.03839285714285712
25,616644235,0.9999999999999998,0.5404761904761904,-0.023809523809523947
26,707534724,-0.7000000000000001,0.5428571428571428,-0.028571428571428692
27,571827697,10.3,0.5853140916808149,0.13837011884550082
28,774241138,5.6,0.6111111111111112,0.015555555555555545
29,570814567,7.4,0.5555555555555556,0.06203703703703706
30,572687246,10.700000000000001,0.5419642857142857,0.03660714285714284
31,774446822,0.49999999999999956,0.5866666666666667,-0.022222222222222254
32,774584481,1.0999999999999996,0.5777777777777777,-0.040000000000000036
33,572710446,-1.3999999999999997,0.5169642857142857,0.011607142857142816
34,616644235,3.7000000000000006,0.5714285714285715,0.0071428571428571175
35,571829234,-1.0999999999999999,0.5378787878787878,0.02083333333333326
36,774445899,6.8,0.5933333333333333,-0.017777777777777892
37,572723377,2.6,0.5419642857142857,0.0401785714285714
38,620590707,-1.3000000000000003,0.52046783625731,0.002192982456140413
39,572166969,-2.0999999999999996,0.5247619047619048,0.051428571428571435
40,774445899,9.8,0.6111111111111112,0.0
41,572759324,-1.5999999999999996,0.5151785714285714,0.008035714285714257
42,587286221,3.1999999999999993,0.5541310541310541,0.027065527065527117
43,571734935,1.9,0.5336021505376344,0.058243727598566275
44,572710446,0.4,0.5249999999999999,0.019642857142857073
45,620591648,9.8,0.5380116959064328,0.019736842105263275
46,774589874,-2.6,0.4933333333333334,-0.0888888888888888
47,572180209,-0.20000000000000004,0.5642857142857144,0.0
48,572132189,7.199999999999999,0.5371863799283154,0.0627240143369176
49,774258146,-2.6999999999999993,0.49777777777777776,-0.07777777777777783
50,774588679,2.9,0.49122807017543857,-0.16666666666666663
51,617681746,-1.1102230246251565e-16,0.5511679644048944,0.030033370411568505
52,774251100,-1.7999999999999998,0.5377777777777778,-0.08444444444444443
53,574118187,-1.3000000000000003,0.5238473767885533,0.010333863275039823
54,574118050,2.600000000000001,0.5325914149443561,0.026232114467408585
55,572139050,2.3000000000000007,0.5577956989247311,0.07168458781362003
56,618058102,2.0999999999999996,0.543233082706767,0.0390977443609023
57,572663312,2.1,0.553605313092979,0.03984819734345346
58,572580658,3.8,0.5384250474383301,0.03415559772296006
59,774446822,-2.4,0.5755555555555556,-0.033333333333333326
60,568334975,2.4000000000000004,0.6328671328671328,0.027972027972027913
61,570814567,-4.000000000000002,0.4685185185185185,-0.025000000000000022
62,774258146,-1.1999999999999993,0.5266666666666666,-0.04888888888888898
63,565766526,-0.20000000000000048,0.5166177908113392,0.0009775171065493637
64,707354621,-2.3000000000000007,0.530952380952381,-0.040476190476190554
65,572641150,-1.3999999999999995,0.5303571428571427,0.02857142857142847
66,774241138,-0.2000000000000001,0.5933333333333333,-0.0022222222222223476
67,774266796,-2.4,0.548888888888889,-0.05999999999999994
68,617010721,-1.4,0.5191729323308271,0.015789473684210464
69,774260344,0.5,0.54,-0.07777777777777772
70,572669556,2.4,0.5348214285714286,0.025892857142857162
71,568299456,-0.9,0.5489510489510488,-0.05594405594405605
72,572663090,0.20000000000000048,0.5489432703003336,0.027808676307007785
73,620591648,-1.2000000000000002,0.5087719298245614,-0.009502923976608124
74,587286221,-0.7,0.5284900284900285,0.0014245014245014564
75,774266440,-2.4,0.52,-0.08444444444444443
76,574118050,-2.8000000000000007,0.5182829888712241,0.0119236883942766
77,570814567,2.9999999999999996,0.5249999999999999,0.03148148148148139
78,617010721,-2.0000000000000004,0.5296992481203008,0.02631578947368418
79,774241138,-2.0,0.5444444444444445,-0.05111111111111111
80,574186282,0.40000000000000036,0.5294117647058824,0.020667726550079535
81,571173535,-0.5999999999999996,0.48981481481481487,-0.002777777777777768
82,620591648,-2.3000000000000003,0.5131578947368421,-0.005116959064327409
83,573676948,8.2,0.5383928571428571,0.03303571428571428
84,774266440,-2.2,0.47777777777777775,-0.1266666666666667
85,710784968,0.6000000000000002,0.5666666666666668,0.0
86,572569256,-0.30000000000000004,0.5571428571428572,0.0023809523809523725
87,572713811,-1.0999999999999994,0.5098214285714285,0.0071428571428571175
88,572669556,-1.3877787807814457e-16,0.5071428571428571,-0.0017857142857142794
89,620590707,1.4000000000000004,0.5233918128654972,0.005116959064327631
90,707354621,-0.6999999999999997,0.5333333333333333,-0.03809523809523818
91,587270777,1.6999999999999997,0.5345238095238095,0.017857142857142794
92,774251100,4.799999999999999,0.6511111111111112,0.028888888888888964
93,620533797,-1.2,0.5211988304093568,0.009502923976608235
94,617631185,6.8,0.5738146551724138,0.06357758620689657
95,773587767,3.1,0.5577777777777778,-0.03555555555555545
96,571734323,3.7,0.5398745519713262,0.06451612903225806
97,774590033,-6.0,0.5555555555555556,-0.053333333333333344
98,573677038,-0.9,0.5294642857142857,0.025000000000000022
99,680844288,4.0,0.5714285714285715,0.023809523809523836
100,683365076,-0.9,0.5428571428571428,0.0023809523809523725
101,617681746,0.2999999999999998,0.5578420467185762,0.036707452725250334
102,570817138,-1.4,0.5425925925925925,0.05833333333333329
103,683711413,-1.0999999999999999,0.5476190476190477,-0.011904761904761862
104,707354621,0.9,0.5666666666666668,-0.004761904761904745
105,774590033,-8.326672684688674e-17,0.56,-0.04888888888888887
106,617010721,1.0,0.5590225563909775,0.05563909774436093
107,572664370,1.3877787807814457e-16,0.5357142857142857,-0.01904761904761909
108,572687246,5.300000000000001,0.54375,0.03839285714285712
109,573777420,-0.5999999999999996,0.5048872180451128,-0.0022556390977443996
110,587277184,0.3999999999999999,0.5391705069124424,0.0357142857142857
111,617631185,2.4,0.5425646551724138,0.032327586206896575
112,774621409,-4.399999999999999,0.5244444444444445,-0.0822222222222222
113,572713811,-1.8,0.5330357142857143,0.03035714285714286
114,572132481,-0.7,0.5228494623655913,0.04301075268817195
115,572132481,-3.6000000000000005,0.49596774193548393,0.016129032258064613
116,572228782,-4.300000000000001,0.5214285714285714,0.016071428571428514
117,573676948,-2.0000000000000004,0.5374999999999999,0.03214285714285703
118,707354621,0.9,0.5642857142857144,-0.0071428571428571175
119,617631185,0.3000000000000001,0.5382543103448276,0.028017241379310387
120,774260344,-1.5999999999999999,0.5822222222222222,-0.03555555555555556
121,774584481,3.799999999999999,0.5444444444444445,-0.07333333333333325
122,572732843,1.7999999999999998,0.5666666666666668,0.011904761904761973
123,774258626,1.1,0.5822222222222222,-0.026666666666666727
124,774260344,3.1,0.6022222222222222,-0.015555555555555545
125,574118187,-1.4,0.5262321144674086,0.012718600953895098
126,774588572,2.7,0.5444444444444445,-0.04222222222222216
127,572710446,0.8999999999999999,0.5464285714285714,0.04107142857142854
128,568334975,-2.0,0.5349650349650349,-0.06993006993007
129,774601140,-0.2999999999999998,0.528888888888889,-0.0888888888888888
130,568334975,4.0,0.6398601398601399,0.034965034965035
131,572570072,-3.7000000000000006,0.5267857142857142,0.016071428571428514
132,573677309,0.8999999999999997,0.53125,0.021428571428571463
133,620480535,-2.1000000000000005,0.5153508771929826,-0.0014619883040934978
134,572266708,-2.6000000000000005,0.5276785714285714,0.032142857142857195
135,620535556,-0.5,0.533205619412516,0.008939974457215838
136,707354621,0.40000000000000024,0.5571428571428572,-0.014285714285714346
137,572687246,2.6000000000000005,0.5428571428571428,0.03749999999999998
138,572164834,3.5,0.5542114695340501,0.07437275985663078
139,572180043,3.5999999999999996,0.5282258064516129,0.04211469534050177
140,620480535,0.40000000000000013,0.5233918128654972,0.006578947368421129
141,620535556,3.6,0.5613026819923371,0.03703703703703698
142,572659799,-3.4000000000000004,0.5071157495256167,0.00189753320683117
143,683739035,-0.20000000000000012,0.5642857142857144,0.0071428571428572285
144,572661645,1.0000000000000007,0.5419642857142857,0.03928571428571426
145,572266708,0.10000000000000081,0.5491071428571428,0.05357142857142855
146,572118894,1.5000000000000004,0.5497311827956989,0.07168458781362003
147,608615216,0.5000000000000001,0.5455598455598455,0.02857142857142847
148,574118362,2.5999999999999996,0.548489666136725,0.03577106518282991
149,570755878,0.6000000000000001,0.5833333333333334,-0.0064102564102563875
150,572710446,0.3999999999999999,0.5214285714285714,0.016071428571428514
151,572274038,3.5000000000000004,0.5151785714285714,0.0071428571428571175
152,620535556,-2.6000000000000005,0.5446998722860792,0.020434227330779042
153,617680618,1.3000000000000003,0.55,0.045864661654135386
154,574186282,-1.8000000000000003,0.5206677265500795,0.01192368839427671
155,572642875,-2.4000000000000004,0.5178571428571428,0.014285714285714235
156,617696903,-0.10000000000000014,0.5416666666666666,0.036195286195286225
157,571829234,-2.7755575615628914e-17,0.5331439393939394,0.016098484848484862
158,572669556,2.498001805406602e-16,0.5053571428571428,-0.0035714285714285587
159,587286221,-1.1,0.5185185185185185,-0.008547008547008517
160,619575286,-0.19999999999999993,0.5225108225108225,0.007792207792207795
161,572664370,-0.7999999999999998,0.5571428571428572,0.0023809523809523725
162,572261080,-1.5,0.5571428571428572,0.0
163,774616816,1.5,0.54,-0.08666666666666667
164,703066934,1.8000000000000003,0.5666666666666668,0.0071428571428572285
165,683739035,1.7000000000000002,0.5547619047619048,-0.0023809523809523725
166,616644235,4.2,0.5619047619047619,-0.0023809523809524835
167,710784968,-1.1,0.5285714285714286,-0.03809523809523818
168,572569256,-1.3000000000000003,0.530952380952381,-0.023809523809523836
169,572570072,2.6999999999999997,0.5499999999999999,0.03928571428571426
170,774588679,4.500000000000002,0.6052631578947368,-0.05263157894736836
171,572661645,-3.608224830031759e-16,0.5267857142857142,0.02410714285714277
172,571734935,1.2999999999999994,0.5568996415770608,0.08154121863799274
173,620533797,-1.7000000000000002,0.5233918128654972,0.011695906432748648
174,572663312,3.0000000000000004,0.5384250474383301,0.024667931688804545
175,572732843,0.8000000000000003,0.5452380952380952,-0.009523809523809601
176,774601140,-4.4,0.4933333333333334,-0.12444444444444436
177,620535556,2.099999999999999,0.5446998722860792,0.020434227330779042
178,617639585,-1.1,0.5333333333333333,-0.023809523809523836
179,710784968,2.8,0.5714285714285715,0.004761904761904745
180,703066934,-0.7999999999999999,0.55,-0.00952380952380949
181,774620167,-1.3,0.508888888888889,-0.07333333333333325
182,572663312,2.5,0.5431688804554079,0.02941176470588236
183,573777420,5.3999999999999995,0.5597744360902256,0.05263157894736836
184,571734323,0.7000000000000004,0.514784946236559,0.03942652329749091
185,572266708,6.0,0.5544642857142856,0.058928571428571386
186,773587767,0.20000000000000018,0.5444444444444445,-0.04888888888888876
187,683358906,2.0000000000000004,0.5690476190476191,0.009523809523809601
188,571827697,3.1999999999999997,0.5573005093378608,0.11035653650254668
189,574186282,-0.10000000000000014,0.5214626391096979,0.012718600953895098
190,572570072,-2.0,0.5205357142857142,0.009821428571428537
191,565766526,1.6653345369377348e-16,0.5195503421309873,0.003910068426197455
192,683365076,-1.3000000000000003,0.5261904761904762,-0.014285714285714235
193,707354621,-0.40000000000000013,0.5476190476190477,-0.023809523809523836
194,574186282,-2.0,0.5516693163751988,0.04292527821939596
195,683722377,-1.5999999999999999,0.5576441102756893,-0.02506265664160401
196,774266796,-2.0,0.5444444444444445,-0.06444444444444442
197,574118050,1.0999999999999996,0.5278219395866454,0.021462639109697812
198,573612979,0.20000000000000015,0.5276785714285714,0.019642857142857184
199,572741130,-1.1999999999999997,0.5044642857142857,-0.0017857142857142794
200,683711413,-1.0999999999999999,0.5333333333333333,-0.02619047619047621
201,572158302,3.8999999999999986,0.5353942652329748,0.052867383512544774
202,573612979,-0.7000000000000001,0.5214285714285714,0.013392857142857095
203,571734323,0.1999999999999993,0.5228494623655913,0.04749103942652316
204,572642875,-2.100000000000001,0.5223214285714286,0.018750000000000044
205,572580658,-0.29999999999999993,0.5137571157495255,0.009487666034155517
206,572219491,1.8999999999999995,0.5508928571428571,0.043749999999999956
207,774241138,-2.6999999999999997,0.5555555555555556,-0.040000000000000036
208,608615216,2.0000000000000004,0.5285714285714286,0.01158301158301156
209,683722377,-1.0999999999999999,0.5476190476190477,-0.03508771929824561
210,572642875,-0.6999999999999997,0.5339285714285713,0.03035714285714275
211,572132189,0.2999999999999998,0.5156810035842294,0.0412186379928316
212,574121126,-1.5000000000000004,0.5238473767885533,0.019872813990461147
213,572228782,1.2000000000000002,0.5223214285714286,0.016964285714285765
214,574118362,-0.7000000000000001,0.514308426073132,0.0015898251192368873
215,620535556,2.7,0.5472541507024266,0.02298850574712641
216,774588679,-0.20000000000000018,0.5614035087719298,-0.0964912280701754
217,620485513,1.9000000000000004,0.5248538011695907,0.010233918128654929
218,587271561,-1.0,0.5285714285714286,0.004761904761904745
219,572669556,-1.1102230246251565e-16,0.5196428571428571,0.010714285714285676
220,617681746,2.9,0.5522803114571746,0.031145717463848754
221,587286221,-1.5000000000000004,0.5341880341880342,0.007122507122507171
222,573677038,4.2,0.5562499999999999,0.05178571428571421
