Episode,Build,Reward,APFD,APFDC,Improvement
0,774616590,0.508888888888889,0.508888888888889,0.4596529692456543,-0.10888888888888881
1,617010721,0.5296992481203008,0.5296992481203008,0.4973852756277984,0.02631578947368418
2,774605807,0.5244444444444445,0.5244444444444445,0.5164018701892151,-0.08444444444444443
3,572741130,0.5196428571428571,0.5196428571428571,0.5156150124519465,0.013392857142857095
4,587277184,0.5034562211981567,0.5034562211981567,0.464779725926351,0.0
5,572659799,0.5431688804554079,0.5431688804554079,0.5576091234188929,0.0379506641366224
6,620591648,0.5190058479532164,0.5190058479532164,0.5646589182534426,0.0007309941520468044
7,572180043,0.5371863799283154,0.5371863799283154,0.5321445646007271,0.05107526881720431
8,573776679,0.5238095238095238,0.5238095238095238,0.5365887483434364,-0.033333333333333326
9,572569256,0.55,0.55,0.5110527035223437,-0.004761904761904745
10,617680618,0.5169172932330828,0.5169172932330828,0.475461511429287,0.012781954887218117
11,565766526,0.5254154447702835,0.5254154447702835,0.5942590021509476,0.009775171065493637
12,574118187,0.5182829888712241,0.5182829888712241,0.5365998087092885,0.004769475357710662
13,587270777,0.55,0.55,0.6406268761210642,0.033333333333333326
14,568334975,0.6048951048951049,0.6048951048951049,0.6648196202682877,0.0
15,617692529,0.5266963292547275,0.5266963292547275,0.6005409691342682,0.00556173526140169
16,572132189,0.5551075268817204,0.5551075268817204,0.6011816378916757,0.08064516129032256
17,617680618,0.5507518796992482,0.5507518796992482,0.6192949083687909,0.046616541353383556
18,573024295,0.5285714285714286,0.5285714285714286,0.6361321331183852,-0.03571428571428581
19,706168614,0.5666666666666668,0.5666666666666668,0.603648590357616,0.009523809523809601
20,572266708,0.5249999999999999,0.5249999999999999,0.5076811752904947,0.029464285714285665
21,570814567,0.5037037037037037,0.5037037037037037,0.345913565426871,0.01018518518518513
22,774590033,0.5266666666666666,0.5266666666666666,0.4924969726306251,-0.08222222222222231
23,683739035,0.5428571428571428,0.5428571428571428,0.5114198152618123,-0.014285714285714346
24,572741130,0.5258928571428572,0.5258928571428572,0.5381519812183873,0.019642857142857184
25,573677038,0.5080357142857143,0.5080357142857143,0.5987224271562257,0.0035714285714285587
26,572759324,0.5446428571428571,0.5446428571428571,0.5991203781051894,0.03749999999999998
27,572166969,0.5228571428571428,0.5228571428571428,0.5062640224175635,0.04952380952380947
28,774445831,0.5644444444444445,0.5644444444444445,0.5523842645306495,-0.0444444444444444
29,572274981,0.5205357142857142,0.5205357142857142,0.6200615819219276,0.016071428571428514
30,572642875,0.5330357142857143,0.5330357142857143,0.6127113018489493,0.02946428571428572
31,587270777,0.5476190476190477,0.5476190476190477,0.6288119323666761,0.030952380952380953
32,572732843,0.5238095238095238,0.5238095238095238,0.579562324421479,-0.030952380952380953
33,572180043,0.5300179211469533,0.5300179211469533,0.5661730929950667,0.043906810035842236
34,617680618,0.5552631578947369,0.5552631578947369,0.6316570129759345,0.051127819548872244
35,620533797,0.5431286549707602,0.5431286549707602,0.6918358601592739,0.0314327485380117
36,620533797,0.5431286549707602,0.5431286549707602,0.6668620751889562,0.0314327485380117
37,746705132,0.5455598455598455,0.5455598455598455,0.6434376823870777,0.020077220077220015
38,774616590,0.54,0.54,0.6090437677950998,-0.07777777777777772
39,573676948,0.5151785714285714,0.5151785714285714,0.5485171016626647,0.009821428571428537
